Occurrence	Word
3	haye
3	heinze
3	hen
3	henri
3	hiê2m
3	hillary
3	hillevi
3	híp
3	ho'
3	ho'5i
3	hô1ng
3	ho3n
3	ho5ach
3	ho5at
3	hô5c
3	hormone
3	horta
3	hosni
3	hu'á
3	hu’1a
3	hu’o’ng
3	hua
3	huân
3	humvee
3	huo'
3	huw
3	huyênh
3	hydrogen
3	idaho
3	idecaf
3	illarionov
3	inca
3	index
3	ình
3	inna
3	intelligence
3	isbell
3	iv
3	jackson
3	jazeera
3	jeff
3	jiegao
3	jodric
3	johnny
3	joker
3	josé
3	joseph
3	journal
3	juliet
3	jun
3	kalou
3	karimi
3	kasuri
3	kcn
3	key
3	khâ1m
3	khâ1t
3	kha3n
3	khamenei
3	kháu
3	khê2u
3	khênh
3	khi3nh
3	khi5t
3	khiê4ng
3	khoa(1ng
3	khoa(1t
3	khoa3i
3	khóe
3	khu’1
3	khua
3	ki3nh
3	kiang
3	kiê1ng
3	kilô
3	kílô
3	kilômet
3	kimbrell
3	king
3	km2
3	knock
3	ko
3	korea
3	krstajic
3	kuranyi
3	la(5c
3	la3
3	lagarde
3	lai5
3	lampart
3	láu
3	lauriane
3	lê1ch
3	ledge
3	lên…
3	lénine
3	leu
3	lêu
3	levis
3	lian
3	libya
3	liê2m
3	liga
3	like
3	line
3	lithuania
3	live
3	liveshow
3	ljungberg
3	lmvntd
3	lo'3n
3	lô1t
3	lô3
3	lo3i
3	lô3ng
3	lóa
3	lòa
3	lòm
3	loren
3	louis
3	ltd
3	lu’o’1i
3	lu4i
3	lu5i
3	luâ3n
3	lucia
3	lula
3	luông
3	luy4
3	luy5
3	mâ2n
3	ma3y
3	ma5p
3	mahdavikia
3	mãi…
3	make
3	mánh
3	marco
3	maria
3	marín
3	martinez
3	martínez
3	marx
3	maryland
3	mass
3	mastroeni
3	mauricio
3	mcbride
3	mcclaren
3	mé
3	me5t
3	meira
3	mèm
3	meo…
3	mercury
3	merk
3	metallidurans
3	metro
3	mfn
3	mình…
3	mission
3	mit
3	mo'1i…
3	mo5n
3	mon
3	motor
3	mottaki
3	mourinho
3	mr
3	mram
3	muffet
3	muntari
3	muô1t
3	muô2i
3	muô5i
3	musab
3	museum
3	muslim
3	mút
3	myco
3	ná
3	na5m
3	nafta
3	natri
3	náy
3	nbc
3	ne3
3	nê5n
3	nestor
3	newsweek
3	ngâ3m
3	ngái
3	ngay2
3	nghè
3	nghì
3	nghi5t
3	ngo’2
3	ngo5ng
3	ngoan…
3	ngu'òi
3	ngu’4
3	nguâ5y
3	nguo'2i
3	nh
3	nha(5ng
3	nhâ2y
3	nha3m
3	nha5o
3	nhành
3	nhê1ch
3	nhe4
3	nhíu
3	nho'4
3	nho’1
3	nhô1n
3	nhô5t
3	nhoài
3	nhòe
3	nhoe5t
3	nhói
3	nhón
3	nhú
3	nhu'3
3	nhu'5t
3	nhu3i
3	nhu4n
3	nicaragua
3	nicotine
3	niger
3	night
3	niu
3	nokia
3	npt
3	nu'1a
3	nu'o'1c…
3	nua
3	number
3	nuno
3	nuô5t
3	nus
3	nylon
3	o'1
3	o'1i
3	o'5
3	o'n'
3	oa3i
3	odonkor
3	office
3	òn
3	orange
3	ôrian
3	osirak
3	ossetia
3	otaku
3	ottawa
3	oxana
3	oxy
3	pa(1c
3	pa(2ng
3	paddington
3	panahi
3	panikian
3	party
3	patrushev
3	patton
3	pelé
3	pen
3	pennsylvania
3	per
3	pereiro
3	perfumebay
3	perth
3	petrochina
3	petrodollars
3	ph
3	phà
3	pha3ng
3	phâ3y
3	pha5ch
3	phài
3	phành
3	phé
3	philipp
3	phlora
3	pho'1i
3	pho5t
3	phu3i
3	phuo'ng
3	piero
3	piers
3	pisico
3	pô
3	pokal
3	ponce
3	pool
3	pope
3	porter
3	ports
3	power
3	powers
3	pravda
3	president
3	princeton
3	prize
3	project
3	ptth
3	pu
3	qatar
3	qiantang
3	qu4y
3	qua(5ng
3	qua(5t
3	quâ4n
3	qua5i
3	quái'
3	quào
3	que5t
3	quo'
3	ra…
3	ra(1t
3	radar
3	railpartners
3	ralstonia
3	rand
3	rãnh
3	razak
3	requelme
3	returns
3	reza
3	ricefish
3	riê2ng
3	risal
3	rita
3	rìu
3	rmit
3	ro'5n
3	rô1c
3	rô2
3	ro5m
3	roed
3	rónald
3	ronaldinho
3	ross
3	royal
3	rr
3	ru3ng
3	ruô2ng
3	rupiah
3	sâ4m
3	sa5
3	sa5c
3	saleh
3	salon
3	sâm
3	samba
3	sandal
3	sandy
3	santa
3	sb
3	scandal
3	schalke
3	schleck
3	schowkowski
3	sê5
3	seafood
3	sean
3	seidel
3	sequeira
3	sergei
3	serie
3	services
3	shafer
3	shalit
3	shangri
3	shield
3	shimane
3	shimbun
3	shinawatra
3	shinya
3	sihanouk
3	simon
3	sình
3	sjc
3	so'2n
3	so’n
3	sô2i
3	soái
3	solana
3	solís
3	sòm
3	soul
3	spa
3	stagflation
3	staline
3	steinberg
3	stillwell
3	straits
3	strasbourg
3	sts
3	su’o’2n
3	sucacnô
3	sui
3	súy
3	suyê3n
3	swashbuckle
3	synovations
3	tajikistan
3	tamil
3	tâng
3	tánh
3	taos
3	tarud
3	táy
3	tay'
3	tcty
3	tddc
3	tech
3	techno
3	tèo
3	thâ1y…
3	tha3ng
3	tha3nh
3	thâ4m
3	thào
3	thau
3	thein
3	thinh
3	this
3	thoang
3	thôi…
3	thompson
3	thong
3	thõng
3	thóp
3	thu'à
3	thuô5t
3	thút
3	thx
3	ti3m
3	tiê5t
3	tmn
3	tncn
3	to'5p
3	tóan
3	toang
3	todd
3	toi
3	tòm
3	tostao
3	tót
3	trâ2y
3	tra5c
3	trác
3	traditional
3	trãi
3	tràm
3	trát
3	traurig
3	tre4n
3	trô1i
3	tro3
3	tróc
3	truman
3	truyê1t
3	tsc
3	ttn
3	ttv
3	ttytdp
3	tu'3…
3	tu3m
3	tun
3	turkmenistan
3	tyre
3	u'1a
3	u'2ng
3	u'5c
3	u'o'1m
3	u'o'1p
3	u3a
3	ubayda
3	ubndtp
3	ujfalusi
3	un
3	và…nó
3	va(2ng
3	valentin
3	valley
3	values
3	vàng…
3	vánh
3	vck
3	vén
3	vi5n
3	villar
3	vinagame
3	virgin
3	vnvnonn
3	vo'3n
3	vô2n
3	vo3n
3	vog
3	vót
3	vùa
3	vv
3	waschtschuk
3	waynerooney
3	waziristan
3	wb
3	we
3	week
3	will
3	winfield
3	wipo
3	worl
3	worldcom
3	worldwide
3	wu
3	xâu
3	xê
3	xe5p
3	xe5t
3	xèo
3	xi5
3	xinhuanet
3	xo
3	xo'3
3	xõa
3	xoa5ch
3	xoan
3	xoàng
3	xtêphan
3	xu’1ng
3	xu5p
3	xx
3	yang
3	yellowcake
3	yemen
3	yogyakarta
3	your
3	yu
3	zahar
3	zambia
3	zandi
3	zealand
3	zigic
3	zimmer
2	80
2	94
2	111
2	132
2	147
2	149
2	159
2	165
2	168
2	172
2	178
2	184
2	189
2	191
2	197
2	198
2	207
2	214
2	222
2	225
2	236
2	243
2	245
2	258
2	264
2	271
2	273
2	275
2	279
2	295
2	299
2	319
2	335
2	337
2	345
2	349
2	356
2	388
2	390
2	439
2	441
2	450
2	470
2	522
2	533
2	540
2	591
2	593
2	609
2	622
2	626
2	627
2	640
2	659
2	666
2	680
2	721
2	733
2	740
2	770
2	820
2	885
2	911
2	1559
2	1628
2	1860
2	1911
2	1918
2	1935
2	1944
2	2550
2	536787
2	18001567
2	……………
2	…………………
2	………………………
2	iran
2	mô5t
2	'bà
2	'câ2n
2	'cho
2	'ddô2ng
2	'ngôi
2	'o'
2	'ô'
2	's'
2	'xin
2	1
2	2
2	9
2	100
2	170
2	1901
2	1945
2	1954
2	1959
2	1966
2	1968
2	1988
2	1993
2	1994
2	2001
2	2003
2	202
2	23dd
2	37
2	47
2	68
2	70
2	94
2	al
2	anti
2	argentina
2	argentinia
2	argentinien
2	australian
2	bà
2	bâ1t
2	bch
2	bên
2	bhyt
2	biên
2	bn
2	bô1n
2	bo3
2	border
2	bs
2	bureau
2	ca3nh
2	cha
2	chiê1n
2	china
2	chu'1
2	cia
2	clb
2	co
2	coalition
2	council
2	cpc
2	cuô5c
2	ddá
2	dda5c
2	ddiê5n
2	ddoa5t
2	ddu'1ng
2	di
2	dù
2	engagement
2	fbi
2	felony
2	fluid
2	fsb
2	gâ1p
2	gâ2n
2	ghi
2	gia3ng
2	giám
2	gio'1i
2	gnp
2	grand
2	graphics
2	group
2	guest
2	ha5
2	hàn
2	hãng
2	hbsag
2	hê1t
2	heredia
2	hezbollah
2	hindustan
2	hình
2	hlv
2	ho'n
2	ho5
2	hoàng
2	honorariums
2	huynh
2	iaea
2	igo
2	ihrc
2	iss
2	ít
2	japan
2	jerusalem
2	jetro
2	joint
2	kcn
2	ke3
2	kê3
2	khoai
2	khuynh
2	kích
2	ks
2	ký
2	l
2	là
2	lâ2n
2	lao
2	lee
2	lhq
2	liberal
2	ljworld
2	lo'2i
2	lobbyist
2	low
2	lu'u
2	mâ1t
2	mâ5n
2	ma5nh
2	magyar
2	malaysia
2	máy
2	mo'1i
2	mu'o'2i
2	must
2	n
2	newsweek
2	ngân
2	nghê5
2	nghi4a
2	ngo5c
2	ngu5
2	nô3i
2	nô5i
2	nói
2	nxbgd
2	or
2	p
2	pearl
2	petrolimex
2	pha3i
2	phía
2	philippines
2	phó
2	phòng
2	photography
2	phú
2	phu3
2	plo
2	quê
2	republic
2	sacombank
2	saigon
2	scotland
2	sgk
2	singapore
2	smddh
2	so'3
2	sóc
2	south
2	spanien
2	special
2	su'
2	tác
2	tdv
2	thâ5t
2	thi
2	thi5
2	thích
2	thiên
2	thô3
2	ti3nh
2	tính
2	tq
2	tri5
2	trú
2	ts
2	tt
2	ttxvn
2	tuô3i
2	tuy
2	ty3
2	u
2	u'1ng
2	uruguay
2	va1ng
2	van
2	vai
2	vb
2	vietnam
2	vinaconex
2	vòng
2	vu'o'5t
2	xin
2	xuâ1t
2	zang
2	000m2
2	000usd
2	05'
2	100dd
2	100ha
2	100m
2	10g
2	110mmol
2	11g30
2	11h
2	13g30
2	14g
2	14h
2	15dd
2	15g
2	15h
2	18g
2	1a
2	1kg
2	1m74
2	1m77
2	200dd
2	20kg
2	20km
2	20m
2	21h
2	22h30
2	24h
2	24k
2	2500km
2	250m
2	2h
2	300km
2	34cm
2	400m2
2	4084d
2	45b
2	4m
2	4m2
2	500m
2	50m2
2	52cm
2	55m
2	5km
2	600ha
2	62m
2	6a
2	6kg
2	7cm
2	8h
2	8m
2	9g
2	a(3ng
2	a(m
2	â1y…
2	â5m
2	abbou
2	abdul
2	access
2	aceh
2	acid
2	adam
2	adelaide
2	aderholt
2	adventures
2	ae
2	afc
2	affairs
2	afganistan
2	afif
2	agni
2	ahmad
2	ahmanidejad
2	aie
2	ailen
2	aipo
2	ajax
2	albania
2	albar
2	alexander
2	alexandre
2	alfredo
2	alhanko
2	allah
2	alliance
2	allison
2	alonso
2	alvaro
2	amazon
2	amelia
2	ana
2	anakonda
2	analysis
2	anc
2	andrei
2	andrews
2	angel
2	angelina
2	angkor
2	ansar
2	apasra
2	arab
2	arabiya
2	are
2	area
2	arevalos
2	arkansas
2	armando
2	armitage
2	armstrong
2	arne
2	arouna
2	asier
2	aslan
2	asley
2	assad
2	assembly
2	assist
2	associated
2	át
2	atomic
2	auction
2	auctionassist
2	aurelio
2	authority
2	autonomous
2	award
2	axit
2	azerbaijan
2	aziz
2	b727
2	ba…
2	ba(4m
2	bâ1c
2	ba3i
2	ba5n…
2	babylift
2	bahrain
2	bambang
2	bangladesh
2	baó
2	barak
2	barem
2	barshefsky
2	bastian
2	bdd
2	bé…
2	be3o
2	bê4
2	be4n
2	be5n
2	be5t
2	bê5t
2	beenhakker
2	beethoven
2	begin
2	bellaire
2	bellucci
2	beng
2	benyhe
2	beo
2	berger
2	berkeley
2	berlusconi
2	bernanke
2	bernardino
2	bernhard
2	beslan
2	bêu
2	bi4nh
2	bi4u
2	bi5…
2	biê1n…
2	biê2n
2	biêp
2	biggins
2	bild
2	binyamin
2	bk
2	bkaa12345
2	blhs
2	bloc
2	blog
2	blues
2	bo'2n
2	bo’m
2	bô4n
2	boat
2	bobbidi
2	bói
2	bolton
2	bomb
2	bonner
2	boo
2	bor
2	borgetti
2	borneo
2	boruc
2	boulahrouz
2	boulis
2	bourland
2	bqldaddtltddqt
2	bravo
2	brent
2	brindani
2	brosnan
2	bu'o'1ng
2	bu5
2	bu5p
2	buckley
2	building
2	bulgarien
2	buô2n…
2	buô5t
2	burdisso
2	by
2	byron
2	c4
2	ca(1c
2	câ1c
2	ca5c
2	ca5m
2	ca5y
2	cái…
2	caicos
2	calci
2	cambiasso
2	camp
2	canadda
2	cantalejo
2	capitol
2	carla
2	carol
2	casino
2	caspers
2	catwoman
2	cátxin
2	cbt
2	ccb
2	cell
2	cent
2	central
2	cents
2	cha(1t
2	cha5c
2	cha5y…
2	chàm
2	champs
2	charlene
2	charm
2	chartered
2	cháu…
2	chê2
2	che3
2	chê4m
2	chê5
2	chevron
2	chi3a
2	chi3n
2	chiarelli
2	chim…
2	chình
2	cho'3m
2	cho'i…
2	cho3ng
2	chô4m
2	choa3ng
2	chõng
2	chornidow
2	choueifat
2	chu'3a
2	chuâ4n
2	chuck
2	chùng
2	chuô1t
2	cirincione
2	cities
2	citigroup
2	clayton
2	clorua
2	cm2
2	cn
2	co'…
2	co'i
2	co'lêô
2	co’3i
2	co3…
2	coming
2	commerzbank
2	commission
2	community
2	computer
2	congressional
2	cordesman
2	cornell
2	criminal
2	cross
2	cu5p
2	cuà
2	cùa
2	cùi
2	culkin
2	cun
2	cùn
2	cunego
2	cupid
2	cutler
2	cuzco
2	cyprus
2	cyril
2	d1
2	dâ1t
2	dâ4y
2	dâ5m
2	dâ5t
2	dác
2	dagestan
2	daido
2	daimler
2	daklak
2	damas
2	dãn
2	dana
2	danaan
2	darwazeh
2	daryl
2	daum
2	davila
2	ddã…
2	dda(4ng
2	dda(m
2	ddâ1t…
2	dda3i
2	dda3n
2	dda5
2	ddang…
2	ddáu
2	ddê3…
2	ddhsp
2	ddi4a…
2	ddiã
2	ddo'5
2	ddô1p
2	ddóm
2	ddòng
2	ddu'2o'ng
2	ddu'5o'c
2	ddu'o'2ng…
2	ddu'o'5m
2	ddui
2	de4o
2	dealing
2	dean
2	delgado
2	démocratie
2	desmond
2	dessel
2	dexamethasone
2	dhabi
2	dhea
2	dida
2	diêm
2	dìn
2	dinah
2	dirksen
2	disco
2	disko
2	dj
2	do5
2	ðô5
2	dobson
2	doi
2	dollars
2	dominguez
2	dominique
2	donadoni
2	dongfang
2	dos
2	downing
2	dpw
2	dracula
2	drancy
2	ds
2	du'5c
2	du’4
2	du3
2	du4a
2	duarte
2	dudayev
2	dúi
2	duljaj
2	dupree
2	dutch
2	dvtncs
2	dwight
2	dynamics
2	dzhokhar
2	dzoanh
2	è
2	ê1m
2	eastern
2	ect
2	eddi
2	eirik
2	elcb
2	electra
2	electric
2	electronics
2	elfenbeinkueste
2	ellen
2	ellis
2	elvis
2	elysees
2	emerson
2	emmanuel
2	endeavour
2	endowment
2	engineering
2	enzym
2	èo
2	ep
2	erikson
2	ernst
2	essien
2	esso
2	ethan
2	eureka
2	europe
2	european
2	eusebio
2	ewell
2	examiner
2	fahri
2	fashion
2	fat
2	fdi
2	feeble
2	feinberg
2	fellowship
2	ferguson
2	fernando
2	ferreira
2	fillet
2	flatley
2	florenz
2	fluor
2	fountain
2	francys
2	frankenstein
2	frazier
2	fremont
2	french
2	fries
2	fsh
2	ftc
2	fu
2	fujiwara
2	fund
2	furama
2	future
2	gâ2u
2	ga5n
2	gabriel
2	gamble
2	gambling
2	gamborgno
2	gáp
2	garcia
2	garmser
2	garner
2	garzelli
2	gattuso
2	gàu
2	georgetown
2	gerald
2	ghe4
2	gheit
2	ghiggia
2	ghili
2	ghìm
2	gía
2	giâ5p
2	giai3
2	giang'
2	gianh
2	giô1i
2	giô5i
2	giõi
2	giu4
2	glasgow
2	glass
2	glenne
2	glickman
2	global
2	gnp
2	go'2m
2	gô3
2	go5t
2	goá
2	gore
2	government
2	grai
2	granit
2	grant
2	gregory
2	grimaldi
2	grozny
2	gruzia
2	gu3i
2	guatemala
2	guevara
2	guillermo
2	guô1c
2	gút
2	guy
2	ha…
2	há…a(1t
2	habib
2	hadley
2	hagel
2	hajduk
2	hall
2	hanh
2	harbor
2	hariri
2	hariyanto
2	hartert
2	hatton
2	hawaii
2	hawke
2	hddqt
2	heineken
2	helen
2	hên
2	herti
2	heu
2	hewlett
2	hi4
2	híc
2	hindi
2	hiss
2	hiu
2	ho'1
2	ho'1p
2	ho'5t
2	hoa'
2	hoa(1c
2	hoác
2	hõan
2	hoen
2	hói
2	hollins
2	hóng
2	hoon
2	hormuz
2	horst
2	house
2	hsbc
2	hssv
2	ht
2	htv9
2	hu'2
2	hu'5u
2	hu’1ng
2	hu3i
2	hùa
2	húi
2	hummer
2	hunggary
2	hunter
2	huntington
2	huo'3n
2	huth
2	hy3
2	hyundai
2	í
2	ibm
2	ida
2	iev
2	ilearn
2	illinois
2	impossible
2	inch
2	independent
2	india
2	initiative
2	intel
2	internationale
2	ishiba
2	island
2	iso
2	isreal
2	issah
2	istanbul
2	ita
2	ivanov
2	ix
2	iyad
2	jackie
2	jamaica
2	jános
2	jansen
2	japan
2	jatusripitak
2	jaziri
2	jba
2	jds
2	jeep
2	jennifer
2	jersey
2	jeserski
2	jihad
2	jinan
2	joao
2	jockey
2	jogjakarta
2	johan
2	jokers
2	jolie
2	jon
2	josephine
2	jovp
2	judah
2	jurgen
2	kaebi
2	kahtani
2	kaiserslautern
2	kamikawa
2	karabakh
2	karim
2	karnataka
2	kashmiri
2	kasim
2	kathmandu
2	katsui
2	kawai
2	ke
2	kê2u
2	ke4m
2	keira
2	keith
2	keller
2	kempner
2	kenai
2	kenkyusei
2	kerry
2	khâ1p
2	kha3m
2	khâ3y
2	kha5ng
2	khâ5t
2	khabab
2	khac
2	khaled
2	khatoco
2	khê4nh
2	khê5nh
2	khi5
2	khiá
2	khiên
2	khiu
2	khò
2	kho'3i'
2	kho’i
2	kho3ang
2	khóang
2	khodorskovsky
2	không'
2	khu'
2	khu'1a
2	khu'o'4ng
2	khùng
2	khuy2nh
2	khuy3u
2	kiê1t
2	kiê3ng
2	kilner
2	kilômét
2	klinsman
2	klissmann
2	knight
2	knightley
2	koh
2	kolo
2	komlan
2	konda
2	koondoola
2	krzynowek
2	ku
2	kunar
2	kurt
2	kyl
2	kyodo
2	l6
2	la(2ng
2	la3nh
2	lâ3y
2	la5n
2	la5o
2	lada
2	lahore
2	lài
2	lamborghini
2	lance
2	landing
2	lane
2	lâng
2	larsson
2	lawrence
2	lazio
2	lcd
2	lddbddvn
2	lddldd
2	le4n
2	leader
2	leaders
2	leadership
2	lehrman
2	lém
2	lenovo
2	let
2	lgw
2	lh
2	libbi
2	libby
2	lich
2	liê5m
2	lifetime
2	lìm
2	lindsey
2	link
2	lippi
2	litvinova
2	ljuboja
2	lo'3m
2	lo'5m
2	lo'i
2	lô1m
2	lô3m
2	lo3n
2	lô5p
2	lõa
2	loanh
2	lobato
2	lobby
2	loét
2	loew
2	lois
2	lòng'
2	lourdes
2	lú
2	lu'5o'c
2	lu'a
2	lu'á
2	lu’2a
2	lu’o’1t
2	lu3n
2	lucio
2	lucky
2	lúi
2	lukas
2	luo'5ng
2	luô1c
2	luther
2	luz
2	lyn
2	lynch
2	m'gladbach
2	macaulay
2	madanchi
2	madelein
2	magazine
2	maggie
2	majority
2	malayalam
2	maldives
2	malta
2	management
2	manouchehr
2	marc
2	marcell
2	march
2	margaret
2	mari
2	mariana
2	marina
2	marketing
2	mars
2	mart
2	marufshonow
2	masafumi
2	mascherano
2	massachusetts
2	master
2	matech
2	matthews
2	maxi
2	mayflower
2	mcclellan
2	mccone
2	mê2n
2	mechanics
2	meite
2	menatep
2	mendoza
2	mesén
2	messi
2	mg
2	mia
2	miê2ng
2	mikado
2	mím
2	minority
2	minxin
2	miroslav
2	missiles
2	mississipi
2	missouri
2	mitsuo
2	mo’2i
2	mô5i
2	mobai
2	mobi
2	mogan
2	moi
2	mói
2	móm
2	mongolia
2	monica
2	monoxide
2	montana
2	moreno
2	morientes
2	moriyama
2	mossad
2	mót
2	môt
2	môtô
2	motors
2	mt
2	mu'3a
2	mu’o’5n
2	muà
2	mughal
2	mujahedeen
2	mukherjee
2	munoa
2	murtha
2	mustin
2	n17a
2	na(2n
2	nâ1n
2	nâ1t
2	na3
2	na3i
2	nâ4u
2	nabarro
2	nablus
2	nadji
2	nagorno
2	nambiar
2	namouchi
2	nán
2	nang
2	nành
2	nano
2	naò
2	nasrallah
2	nathaniel
2	nature
2	ncppr
2	nè…và
2	nê1u…
2	nê5m
2	ne5t
2	nedved
2	nekounam
2	nenad
2	nesta
2	netayahu
2	network
2	ngâ1p
2	ngâ2u
2	ngan
2	ngày…
2	nghê
2	nghét
2	nghi3u
2	nghiê4m
2	ngo’
2	ngo’5i
2	ngô3m
2	ngô5p
2	ngo5t…
2	ngoa(1c
2	ngoa3i
2	ngoai
2	ngóai
2	ngoài…
2	ngoe5o
2	ngòm
2	ngót
2	ngu'2
2	ngu'o'
2	ngu'o'3ng
2	ngu’2a
2	ngu’5c
2	nguây
2	ngút
2	nguyê3n
2	nguyen
2	nhâ3u
2	nha5i
2	nhài
2	nhám
2	nhão
2	nhau…
2	nhê4
2	nhem
2	nhi3nh
2	nho'2n
2	nho'5t
2	nhô2m
2	nho3m
2	nhoà
2	nhoàm
2	nhóang
2	nhoe3n
2	nhòm
2	nhoong
2	nhu'2
2	nhu'o'ng
2	nhu’o’2ng
2	nhuê5
2	nhùi
2	nhùng
2	nhuô1m
2	nì
2	ni4a
2	nicholas
2	nicolas
2	niêu
2	nikolai
2	nld
2	noble
2	noí
2	nong
2	norodom
2	nos
2	nosrati
2	not
2	nowakowski
2	nowotny
2	nrcc
2	nu'5ng
2	nu4ng
2	núddez
2	nude
2	nuông
2	nymex
2	nyunt
2	o'2i
2	ô1
2	ô1p
2	ô2i
2	oa3n
2	oak
2	oakland
2	obaid
2	oda
2	oe
2	off
2	offside
2	ói
2	oliveira
2	omar
2	ooijer
2	or
2	orleans
2	osathanond
2	ôstrâylia
2	otto
2	ounce
2	over
2	oxford
2	pa3
2	pablo
2	pace
2	pách
2	packard
2	pacoret
2	palace
2	palacio
2	paloma
2	panama
2	pandora
2	paparazzi
2	pardo
2	paredes
2	park
2	parkinson
2	passport
2	pat
2	patrol
2	pauly
2	pavel
2	paw
2	pays
2	peace
2	pelosi
2	penh
2	people's
2	peres
2	perfect
2	perle
2	pessin
2	pete
2	petersen
2	petkovic
2	petronas
2	phâ1p
2	phãi
2	phè
2	phigarô
2	philippineses
2	phím
2	phnom
2	pho'2
2	pho'4n
2	phoenix
2	phomát
2	phôn
2	phone
2	phu'1t
2	phu'2ng
2	pictures
2	pierce
2	pinôkio
2	piro
2	pjico
2	pô1t
2	pol
2	pomina
2	popovych
2	portugal
2	posters
2	pot
2	potassium
2	pranab
2	premiership
2	presley
2	pretoria
2	priest
2	procter
2	prohibition
2	proliferation
2	prông
2	property
2	protein
2	ptcs
2	puyol
2	q7
2	qtkd
2	quá…
2	qua(1t
2	qua(5n
2	qua(n
2	quâ2ng
2	que5o
2	quê5t
2	québecois
2	queensland
2	qúi
2	quo'3
2	quran
2	quyê5n
2	quýnh
2	ra5o
2	range
2	rap
2	raul
2	rayban
2	rccb
2	rdx
2	ré
2	rê1
2	rê2
2	rê2nh
2	re3ng
2	rebibbia
2	red
2	reith
2	relation
2	rem
2	rèm
2	rennes
2	report
2	republicans
2	research
2	reutes
2	reyes
2	ribery
2	rich
2	ridder
2	riê4u
2	ringgit
2	ritchie
2	riyadh
2	rlc
2	ro'1
2	ro'2n
2	ro'3m
2	roàng
2	robertson
2	robin
2	robinson
2	rockét
2	rõi
2	roissy
2	rôm
2	rôma
2	romano
2	ron
2	rosalie
2	rose
2	rosetti
2	rouge
2	rover
2	rsf
2	ru'1a
2	ru'1c
2	ru5i
2	rubaie
2	ruby
2	rúi
2	rúm
2	rùm
2	rún
2	ruô3i
2	russell
2	ruy
2	sâ1p
2	sachs
2	safa
2	saha
2	sahil
2	sái
2	saigòn
2	salt
2	sám
2	sàm
2	sanai
2	sanskrit
2	sarayoot
2	satoh
2	schaeuble
2	schatz
2	schewtschenko
2	schlein
2	schmidt
2	scholarships
2	school
2	schottland
2	schroeder
2	schuman
2	schumer
2	schwab
2	scid
2	scorpion
2	sê5t
2	security
2	seiko
2	seiple
2	sekong
2	sém
2	senate
2	sepa
2	serena
2	service
2	shai
2	shandwick
2	sharkawy
2	shawn
2	shekel
2	shi
2	shifter
2	shimon
2	shinta
2	shizuoka
2	shopping
2	shore
2	shwe
2	si5t
2	sidon
2	signatures
2	sikh
2	silvio
2	sim
2	simpson
2	sít
2	slam
2	slater
2	slaven
2	slovak
2	smart
2	sneijder
2	snow
2	so'3i
2	so'5…
2	so’5i
2	sô1i
2	soa5t
2	sobolewski
2	software
2	soler
2	sona
2	sophia
2	sophie
2	split
2	srebotnik
2	stadt
2	stamford
2	standard
2	stanley
2	starkville
2	stasi
2	stb
2	stc
2	steinglass
2	steinmeier
2	steve
2	stockholm
2	straw
2	stress
2	studdert
2	studios
2	su'o'1t
2	su'o'5ng
2	su’4a
2	su4ng
2	sucre
2	sudnicka
2	suffredini
2	sumatra
2	susilo
2	syed
2	syri
2	tâ3n
2	tabare
2	taddùm
2	take
2	taku
2	tambuiforjudge
2	tanaka
2	tango
2	tania
2	taro
2	tauzin
2	tbn
2	tbt
2	tdd
2	tè
2	technologies
2	technology
2	telemundo
2	tênh
2	tennis
2	terje
2	tevez
2	thâ4n
2	thàn
2	thành…
2	thích…
2	thiê1c
2	thó
2	tho'1
2	tho'i
2	tho3m
2	tho5ai
2	thoa
2	thóa
2	thóat
2	thòm
2	thu'o'1t
2	thu'o'5c
2	thu3a
2	thuâ1n
2	thuo'ng
2	thvn
2	tictack
2	tiê1m
2	tiê1p…
2	tiê5u
2	ting
2	típ
2	titanic
2	tito
2	titorenko
2	tiu
2	tmcp
2	tmncsg
2	tndk
2	tnt
2	toa5c
2	toa5i
2	toái
2	toiba
2	tòng
2	tóp
2	torres
2	torsten
2	trâ5p
2	trâng
2	transdnistr
2	trê5t
2	treaty
2	tri4
2	triê3n…
2	trimquest
2	trô3i
2	trompét
2	troy
2	tru'2o'ng
2	tru’2ng
2	tru’a
2	tru’o’5t
2	truo'2ng
2	tskh
2	tsymbalyuk
2	tu'1o'ng
2	tu'2…
2	tu'3ng
2	túa
2	tuaàn
2	tunis
2	turkey
2	turks
2	tuy5
2	tuyê5t…nhu'ng
2	tweedledee
2	tweedledum
2	type
2	u'3ng
2	u'o'2n
2	uâ3n
2	uae
2	ubqg
2	uc
2	uê1
2	uê3
2	úi
2	uighurs
2	uk
2	ulkrain
2	umana
2	unicef
2	union
2	uô5t
2	uông
2	uruzgan
2	uss
2	utah
2	uttaradit
2	uy5ch
2	va(5c
2	va3ng
2	va5c
2	va5m
2	va5nh
2	vaa
2	valerie
2	valse
2	vang…
2	vanquish
2	vào…
2	váp
2	vasell
2	vat
2	vatican
2	vb
2	vê3nh
2	vega
2	véo
2	verdery
2	vêu
2	vfb
2	vff
2	vhdd
2	vi3
2	viana
2	vicente
2	vidéo
2	viera
2	viêt
2	vietmatchbiz
2	vietnamese
2	view
2	vijay
2	viktor
2	vilnius
2	vincent
2	vip
2	vksnd
2	vncs
2	vo'2n
2	vo'5i
2	vo’2i
2	vo’5
2	vô1
2	vô1c
2	vô2ng
2	vòm
2	voz
2	vroom
2	vtv3
